Time: 2022-03-13 16:07:03,384 Message:  * Detected change in '/home/pi/Desktop/brickpi2022/interfaces/camerainterface.py', reloading
Time: 2022-03-13 16:07:04,152 Message:  * Restarting with stat
Time: 2022-03-14 13:09:25,797 Message: 127.0.0.1 - - [14/Mar/2022 13:09:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:27,796 Message: 127.0.0.1 - - [14/Mar/2022 13:09:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:27,804 Message: 127.0.0.1 - - [14/Mar/2022 13:09:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:29,793 Message: 127.0.0.1 - - [14/Mar/2022 13:09:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:29,793 Message: 127.0.0.1 - - [14/Mar/2022 13:09:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:31,795 Message: 127.0.0.1 - - [14/Mar/2022 13:09:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:31,795 Message: 127.0.0.1 - - [14/Mar/2022 13:09:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:33,786 Message: 127.0.0.1 - - [14/Mar/2022 13:09:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:33,786 Message: 127.0.0.1 - - [14/Mar/2022 13:09:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:35,787 Message: 127.0.0.1 - - [14/Mar/2022 13:09:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:35,787 Message: 127.0.0.1 - - [14/Mar/2022 13:09:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:37,785 Message: 127.0.0.1 - - [14/Mar/2022 13:09:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:37,793 Message: 127.0.0.1 - - [14/Mar/2022 13:09:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:39,812 Message: 127.0.0.1 - - [14/Mar/2022 13:09:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:39,827 Message: 127.0.0.1 - - [14/Mar/2022 13:09:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:41,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:41,803 Message: 127.0.0.1 - - [14/Mar/2022 13:09:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:43,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:43,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:45,793 Message: 127.0.0.1 - - [14/Mar/2022 13:09:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:45,793 Message: 127.0.0.1 - - [14/Mar/2022 13:09:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:47,785 Message: 127.0.0.1 - - [14/Mar/2022 13:09:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:47,785 Message: 127.0.0.1 - - [14/Mar/2022 13:09:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:49,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:49,796 Message: 127.0.0.1 - - [14/Mar/2022 13:09:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:51,790 Message: 127.0.0.1 - - [14/Mar/2022 13:09:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:51,798 Message: 127.0.0.1 - - [14/Mar/2022 13:09:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:53,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:53,788 Message: 127.0.0.1 - - [14/Mar/2022 13:09:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:55,790 Message: 127.0.0.1 - - [14/Mar/2022 13:09:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:55,790 Message: 127.0.0.1 - - [14/Mar/2022 13:09:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:57,800 Message: 127.0.0.1 - - [14/Mar/2022 13:09:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:57,800 Message: 127.0.0.1 - - [14/Mar/2022 13:09:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:59,792 Message: 127.0.0.1 - - [14/Mar/2022 13:09:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:09:59,792 Message: 127.0.0.1 - - [14/Mar/2022 13:09:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:01,780 Message: 127.0.0.1 - - [14/Mar/2022 13:10:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:01,780 Message: 127.0.0.1 - - [14/Mar/2022 13:10:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:03,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:03,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:05,774 Message: 127.0.0.1 - - [14/Mar/2022 13:10:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:05,782 Message: 127.0.0.1 - - [14/Mar/2022 13:10:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:07,185 Message: 127.0.0.1 - - [14/Mar/2022 13:10:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:07,654 Message: 127.0.0.1 - - [14/Mar/2022 13:10:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:09,828 Message: 127.0.0.1 - - [14/Mar/2022 13:10:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:09,836 Message: 127.0.0.1 - - [14/Mar/2022 13:10:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:11,783 Message: 127.0.0.1 - - [14/Mar/2022 13:10:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:11,783 Message: 127.0.0.1 - - [14/Mar/2022 13:10:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:13,790 Message: 127.0.0.1 - - [14/Mar/2022 13:10:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:13,790 Message: 127.0.0.1 - - [14/Mar/2022 13:10:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:15,795 Message: 127.0.0.1 - - [14/Mar/2022 13:10:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:15,803 Message: 127.0.0.1 - - [14/Mar/2022 13:10:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:17,778 Message: 127.0.0.1 - - [14/Mar/2022 13:10:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:17,786 Message: 127.0.0.1 - - [14/Mar/2022 13:10:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:19,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:19,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:21,787 Message: 127.0.0.1 - - [14/Mar/2022 13:10:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:21,787 Message: 127.0.0.1 - - [14/Mar/2022 13:10:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:23,787 Message: 127.0.0.1 - - [14/Mar/2022 13:10:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:23,795 Message: 127.0.0.1 - - [14/Mar/2022 13:10:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:25,795 Message: 127.0.0.1 - - [14/Mar/2022 13:10:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:25,795 Message: 127.0.0.1 - - [14/Mar/2022 13:10:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:27,799 Message: 127.0.0.1 - - [14/Mar/2022 13:10:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:27,799 Message: 127.0.0.1 - - [14/Mar/2022 13:10:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:29,780 Message: 127.0.0.1 - - [14/Mar/2022 13:10:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:29,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:31,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:31,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:33,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:33,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:35,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:35,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:37,797 Message: 127.0.0.1 - - [14/Mar/2022 13:10:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:37,797 Message: 127.0.0.1 - - [14/Mar/2022 13:10:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:39,797 Message: 127.0.0.1 - - [14/Mar/2022 13:10:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:39,797 Message: 127.0.0.1 - - [14/Mar/2022 13:10:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:41,791 Message: 127.0.0.1 - - [14/Mar/2022 13:10:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:41,791 Message: 127.0.0.1 - - [14/Mar/2022 13:10:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:43,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:43,804 Message: 127.0.0.1 - - [14/Mar/2022 13:10:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:45,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:45,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:47,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:47,800 Message: 127.0.0.1 - - [14/Mar/2022 13:10:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:49,911 Message: 127.0.0.1 - - [14/Mar/2022 13:10:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:49,919 Message: 127.0.0.1 - - [14/Mar/2022 13:10:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:51,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:51,788 Message: 127.0.0.1 - - [14/Mar/2022 13:10:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:53,786 Message: 127.0.0.1 - - [14/Mar/2022 13:10:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:53,786 Message: 127.0.0.1 - - [14/Mar/2022 13:10:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:55,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:55,785 Message: 127.0.0.1 - - [14/Mar/2022 13:10:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:57,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:57,789 Message: 127.0.0.1 - - [14/Mar/2022 13:10:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:59,776 Message: 127.0.0.1 - - [14/Mar/2022 13:10:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:10:59,776 Message: 127.0.0.1 - - [14/Mar/2022 13:10:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:01,794 Message: 127.0.0.1 - - [14/Mar/2022 13:11:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:01,794 Message: 127.0.0.1 - - [14/Mar/2022 13:11:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:03,788 Message: 127.0.0.1 - - [14/Mar/2022 13:11:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:03,788 Message: 127.0.0.1 - - [14/Mar/2022 13:11:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:05,771 Message: 127.0.0.1 - - [14/Mar/2022 13:11:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:05,771 Message: 127.0.0.1 - - [14/Mar/2022 13:11:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:07,795 Message: 127.0.0.1 - - [14/Mar/2022 13:11:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:07,795 Message: 127.0.0.1 - - [14/Mar/2022 13:11:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:09,781 Message: 127.0.0.1 - - [14/Mar/2022 13:11:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:09,795 Message: 127.0.0.1 - - [14/Mar/2022 13:11:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:11,770 Message: 127.0.0.1 - - [14/Mar/2022 13:11:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:11,770 Message: 127.0.0.1 - - [14/Mar/2022 13:11:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:13,796 Message: 127.0.0.1 - - [14/Mar/2022 13:11:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:13,811 Message: 127.0.0.1 - - [14/Mar/2022 13:11:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:15,777 Message: 127.0.0.1 - - [14/Mar/2022 13:11:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:15,793 Message: 127.0.0.1 - - [14/Mar/2022 13:11:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:17,802 Message: 127.0.0.1 - - [14/Mar/2022 13:11:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:17,818 Message: 127.0.0.1 - - [14/Mar/2022 13:11:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:19,803 Message: 127.0.0.1 - - [14/Mar/2022 13:11:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:19,803 Message: 127.0.0.1 - - [14/Mar/2022 13:11:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:21,805 Message: 127.0.0.1 - - [14/Mar/2022 13:11:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:21,805 Message: 127.0.0.1 - - [14/Mar/2022 13:11:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:23,787 Message: 127.0.0.1 - - [14/Mar/2022 13:11:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:23,787 Message: 127.0.0.1 - - [14/Mar/2022 13:11:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:25,789 Message: 127.0.0.1 - - [14/Mar/2022 13:11:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:25,789 Message: 127.0.0.1 - - [14/Mar/2022 13:11:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:27,772 Message: 127.0.0.1 - - [14/Mar/2022 13:11:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:27,772 Message: 127.0.0.1 - - [14/Mar/2022 13:11:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:29,800 Message: 127.0.0.1 - - [14/Mar/2022 13:11:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:29,815 Message: 127.0.0.1 - - [14/Mar/2022 13:11:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:31,789 Message: 127.0.0.1 - - [14/Mar/2022 13:11:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:31,789 Message: 127.0.0.1 - - [14/Mar/2022 13:11:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:33,783 Message: 127.0.0.1 - - [14/Mar/2022 13:11:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:33,783 Message: 127.0.0.1 - - [14/Mar/2022 13:11:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:35,799 Message: 127.0.0.1 - - [14/Mar/2022 13:11:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:35,799 Message: 127.0.0.1 - - [14/Mar/2022 13:11:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:37,786 Message: 127.0.0.1 - - [14/Mar/2022 13:11:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:37,802 Message: 127.0.0.1 - - [14/Mar/2022 13:11:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:39,782 Message: 127.0.0.1 - - [14/Mar/2022 13:11:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:39,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:41,787 Message: 127.0.0.1 - - [14/Mar/2022 13:11:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:41,787 Message: 127.0.0.1 - - [14/Mar/2022 13:11:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:43,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:43,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:43] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:45,795 Message: 127.0.0.1 - - [14/Mar/2022 13:11:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:45,826 Message: 127.0.0.1 - - [14/Mar/2022 13:11:45] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:47,784 Message: 127.0.0.1 - - [14/Mar/2022 13:11:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:47,784 Message: 127.0.0.1 - - [14/Mar/2022 13:11:47] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:49,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:49,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:49] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:51,797 Message: 127.0.0.1 - - [14/Mar/2022 13:11:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:51,813 Message: 127.0.0.1 - - [14/Mar/2022 13:11:51] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:53,796 Message: 127.0.0.1 - - [14/Mar/2022 13:11:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:53,796 Message: 127.0.0.1 - - [14/Mar/2022 13:11:53] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:55,779 Message: 127.0.0.1 - - [14/Mar/2022 13:11:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:55,794 Message: 127.0.0.1 - - [14/Mar/2022 13:11:55] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:57,776 Message: 127.0.0.1 - - [14/Mar/2022 13:11:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:57,776 Message: 127.0.0.1 - - [14/Mar/2022 13:11:57] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:59,793 Message: 127.0.0.1 - - [14/Mar/2022 13:11:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:11:59,793 Message: 127.0.0.1 - - [14/Mar/2022 13:11:59] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:01,787 Message: 127.0.0.1 - - [14/Mar/2022 13:12:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:01,787 Message: 127.0.0.1 - - [14/Mar/2022 13:12:01] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:03,787 Message: 127.0.0.1 - - [14/Mar/2022 13:12:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:03,787 Message: 127.0.0.1 - - [14/Mar/2022 13:12:03] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:05,780 Message: 127.0.0.1 - - [14/Mar/2022 13:12:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:05,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:05] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:07,796 Message: 127.0.0.1 - - [14/Mar/2022 13:12:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:07,796 Message: 127.0.0.1 - - [14/Mar/2022 13:12:07] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:09,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:09,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:09] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:11,786 Message: 127.0.0.1 - - [14/Mar/2022 13:12:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:11,794 Message: 127.0.0.1 - - [14/Mar/2022 13:12:11] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:13,804 Message: 127.0.0.1 - - [14/Mar/2022 13:12:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:13,804 Message: 127.0.0.1 - - [14/Mar/2022 13:12:13] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:15,792 Message: 127.0.0.1 - - [14/Mar/2022 13:12:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:15,792 Message: 127.0.0.1 - - [14/Mar/2022 13:12:15] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:17,775 Message: 127.0.0.1 - - [14/Mar/2022 13:12:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:17,789 Message: 127.0.0.1 - - [14/Mar/2022 13:12:17] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:19,786 Message: 127.0.0.1 - - [14/Mar/2022 13:12:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:19,786 Message: 127.0.0.1 - - [14/Mar/2022 13:12:19] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:21,772 Message: 127.0.0.1 - - [14/Mar/2022 13:12:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:21,786 Message: 127.0.0.1 - - [14/Mar/2022 13:12:21] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:23,804 Message: 127.0.0.1 - - [14/Mar/2022 13:12:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:23,804 Message: 127.0.0.1 - - [14/Mar/2022 13:12:23] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:25,796 Message: 127.0.0.1 - - [14/Mar/2022 13:12:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:25,796 Message: 127.0.0.1 - - [14/Mar/2022 13:12:25] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:27,770 Message: 127.0.0.1 - - [14/Mar/2022 13:12:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:27,778 Message: 127.0.0.1 - - [14/Mar/2022 13:12:27] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:29,800 Message: 127.0.0.1 - - [14/Mar/2022 13:12:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:29,800 Message: 127.0.0.1 - - [14/Mar/2022 13:12:29] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:31,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:31,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:31] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:33,790 Message: 127.0.0.1 - - [14/Mar/2022 13:12:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:33,790 Message: 127.0.0.1 - - [14/Mar/2022 13:12:33] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:35,790 Message: 127.0.0.1 - - [14/Mar/2022 13:12:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:35,790 Message: 127.0.0.1 - - [14/Mar/2022 13:12:35] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:37,795 Message: 127.0.0.1 - - [14/Mar/2022 13:12:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:37,803 Message: 127.0.0.1 - - [14/Mar/2022 13:12:37] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:39,788 Message: 127.0.0.1 - - [14/Mar/2022 13:12:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:39,788 Message: 127.0.0.1 - - [14/Mar/2022 13:12:39] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:41,799 Message: 127.0.0.1 - - [14/Mar/2022 13:12:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:41,799 Message: 127.0.0.1 - - [14/Mar/2022 13:12:41] "POST /sensors HTTP/1.1" 200 -
Time: 2022-03-14 13:12:43,787 Message: 127.0.0.1 - - [14/Mar/2022 13:12:43] "POST /sensors HTTP/1.1" 200 -
